ID,Name,Type,Has Leggacy,Offering (Estimated),Expiry,Egg,Egg Value,Duration,Size,Token,Std#1,Std#2,Std#3,Std Rate/hr,Elt#1,Elt#2,Elt#3,Elt Rate/hr,#PE,Std PE Goal,Std PE Rate/hr,Elt PE Goal,Elt PE Rate/hr,JSON,Protobuf (base64)
ac-2019,Air Conditioning,Original,true,2019-09-09Z,2019-09-30T18:38:52Z,Fusion,700,10d,-,-,4q,15q,,62.500T,,,,,0,,,,,"{""id"":""ac-2019"",""egg_type"":6,""rewards"":[{""_1"":1,""goal"":4000000000000000,""type"":8,""name"":""subtype"",""count"":1,""_6"":500000},{""_1"":1,""goal"":15000000000000000,""type"":9,""name"":""boost_beacon_purple"",""count"":1,""_6"":1000000000000}],""expiry_timestamp"":1569868732.7771704,""duration_seconds"":864000,""name"":""Air Conditioning"",""description"":""With heat waves sweeping the southwest, Air Conditioners are running non stop, more fuel is needed for Fusion reactors!"",""max_boosts"":3}",CgdhYy0yMDE5EAYaKAgBEQAANCb1ayxDGAgiB3N1YnR5cGUpAAAAAAAA8D8xAAAAAICEHkEaNAgBEQDA0NM1pUpDGAkiE2Jvb3N0X2JlYWNvbl9wdXJwbGUpAAAAAAAA8D8xAAAAopQabUIxKb0x75Jk10E5AAAAAABeKkFKEEFpciBDb25kaXRpb25pbmdSd1dpdGggaGVhdCB3YXZlcyBzd2VlcGluZyB0aGUgc291dGh3ZXN0LCBBaXIgQ29uZGl0aW9uZXJzIGFyZSBydW5uaW5nIG5vbiBzdG9wLCBtb3JlIGZ1ZWwgaXMgbmVlZGVkIGZvciBGdXNpb24gcmVhY3RvcnMhYAM=
kissing-chickens,Kissing Chickens,Original,true,2019-09-16Z,2019-10-07T17:24:03Z,Medical,6.25,7d,10,-,2q,10q,50q,297.619T,,,,,1,50q,297.619T,,,"{""id"":""kissing-chickens"",""egg_type"":3,""rewards"":[{""_1"":1,""goal"":2000000000000000,""type"":3,""name"":""subtype"",""count"":25000,""_6"":10000},{""_1"":1,""goal"":10000000000000000,""type"":9,""name"":""jimbos_purple"",""count"":5,""_6"":1000000000},{""_1"":1,""goal"":50000000000000000,""type"":4,""name"":""subtype"",""count"":1,""_6"":1000000000000}],""coop_allowed"":true,""max_coop_size"":10,""expiry_timestamp"":1570469043.5154445,""duration_seconds"":604800,""name"":""Kissing Chickens"",""description"":""The CDC warns chicken lovers to stop kissing chickens due to a salmonella outbreak (Seriously, Google It)! Medical Eggs are needed! "",""max_boosts"":1}",ChBraXNzaW5nLWNoaWNrZW5zEAMaKAgBEQAANCb1axxDGAMiB3N1YnR5cGUpAAAAAABq2EAxAAAAAACIw0AaLggBEQCA4Dd5w0FDGAkiDWppbWJvc19wdXJwbGUpAAAAAAAAFEAxAAAAAGXNzUEaKAgBEQCg2IVXNGZDGAQiB3N1YnR5cGUpAAAAAAAA8D8xAAAAopQabUIgASgKMQv94CzdZtdBOQAAAAAAdSJBShBLaXNzaW5nIENoaWNrZW5zUoQBVGhlIENEQyB3YXJucyBjaGlja2VuIGxvdmVycyB0byBzdG9wIGtpc3NpbmcgY2hpY2tlbnMgZHVlIHRvIGEgc2FsbW9uZWxsYSBvdXRicmVhayAoU2VyaW91c2x5LCBHb29nbGUgSXQpISBNZWRpY2FsIEVnZ3MgYXJlIG5lZWRlZCEgYAE=
pumpkin-spice,Pumpkin Time!,Original,true,2019-09-23Z,2019-10-14T14:47:58Z,Pumpkin,0.99,5d,15,-,500T,5q,30q,250.000T,,,,,0,,,,,"{""id"":""pumpkin-spice"",""egg_type"":104,""rewards"":[{""_1"":1,""goal"":500000000000000,""type"":5,""name"":""drone_rewards"",""count"":1,""_6"":1000},{""_1"":1,""goal"":5000000000000000,""type"":2,""name"":""subtype"",""count"":512,""_6"":100000},{""_1"":1,""goal"":30000000000000000,""type"":9,""name"":""tachyon_prism_purple"",""count"":3,""_6"":100000000000}],""coop_allowed"":true,""max_coop_size"":15,""expiry_timestamp"":1571064478.8514347,""duration_seconds"":432000,""name"":""Pumpkin Time!"",""description"":""It is officially Fall (in the northern hemisphere), you know what that means! Pumpkin all the things!"",""max_boosts"":3}",Cg1wdW1wa2luLXNwaWNlEGgaLggBEQAANCb1a/xCGAUiDWRyb25lX3Jld2FyZHMpAAAAAAAA8D8xAAAAAABAj0AaKAgBEQCA4Dd5wzFDGAIiB3N1YnR5cGUpAAAAAAAAgEAxAAAAAABq+EAaNQgBEQDA0NM1pVpDGAkiFHRhY2h5b25fcHJpc21fcHVycGxlKQAAAAAAAAhAMQAAAOh2SDdCIAEoDzHofbanImnXQTkAAAAAAF4aQUoNUHVtcGtpbiBUaW1lIVJlSXQgaXMgb2ZmaWNpYWxseSBGYWxsIChpbiB0aGUgbm9ydGhlcm4gaGVtaXNwaGVyZSksIHlvdSBrbm93IHdoYXQgdGhhdCBtZWFucyEgUHVtcGtpbiBhbGwgdGhlIHRoaW5ncyFgAw==
starship-mk1,Starship EG1,Original,true,2019-09-30Z,2019-10-21T18:44:56Z,Rocket Fuel,30,5d,50,-,3q,25q,100q,833.333T,,,,,1,100q,833.333T,,,"{""id"":""starship-mk1"",""egg_type"":4,""rewards"":[{""_1"":1,""goal"":3000000000000000,""type"":9,""name"":""tachyon_prism_blue_big"",""count"":1,""_6"":1000},{""_1"":1,""goal"":25000000000000000,""type"":7,""name"":""subtype"",""count"":2,""_6"":1000000},{""_1"":1,""goal"":100000000000000000,""type"":4,""name"":""subtype"",""count"":1,""_6"":1000000000000}],""coop_allowed"":true,""max_coop_size"":50,""expiry_timestamp"":1571683496.8256772,""duration_seconds"":432000,""name"":""Starship EG1"",""description"":""Space Eggs is testing a new MASSIVE rocket and it needs a lot of fuel for all the test launches!"",""max_boosts"":3,""min_client_version"":18}",CgxzdGFyc2hpcC1tazEQBBo3CAERAACn3PdQJUMYCSIWdGFjaHlvbl9wcmlzbV9ibHVlX2JpZykAAAAAAADwPzEAAAAAAECPQBooCAERAKDYhVc0VkMYByIHc3VidHlwZSkAAAAAAAAAQDEAAAAAgIQuQRooCAERAKDYhVc0dkMYBCIHc3VidHlwZSkAAAAAAADwPzEAAACilBptQiABKDIx5dc0Kn9r10E5AAAAAABeGkFKDFN0YXJzaGlwIEVHMVJgU3BhY2UgRWdncyBpcyB0ZXN0aW5nIGEgbmV3IE1BU1NJVkUgcm9ja2V0IGFuZCBpdCBuZWVkcyBhIGxvdCBvZiBmdWVsIGZvciBhbGwgdGhlIHRlc3QgbGF1bmNoZXMhYANwEg==
residential-solar,Rooftop Solar,Original,true,2019-10-07Z,2019-10-28T15:01:21Z,Super Material,150,4d,-,-,200T,1q,,10.417T,,,,,0,,,,,"{""id"":""residential-solar"",""egg_type"":5,""rewards"":[{""_1"":1,""goal"":200000000000000,""type"":3,""name"":""subtype"",""count"":10000,""_6"":2000},{""_1"":1,""goal"":1000000000000000,""type"":9,""name"":""jimbos_orange"",""count"":4,""_6"":35000000000}],""expiry_timestamp"":1572274881.7164483,""duration_seconds"":345600,""name"":""Rooftop Solar"",""description"":""While advanced eggs have made energy clean, Rooftop solar panels are still saving people money! Help meet demand for raw materials!"",""max_boosts"":5,""min_client_version"":18}",ChFyZXNpZGVudGlhbC1zb2xhchAFGigIAREAAJAexLzmQhgDIgdzdWJ0eXBlKQAAAAAAiMNAMQAAAAAAQJ9AGi4IAREAADQm9WsMQxgJIg1qaW1ib3Nfb3JhbmdlKQAAAAAAABBAMQAAADxTTCBCMUrabbDAbddBOQAAAAAAGBVBSg1Sb29mdG9wIFNvbGFyUoMBV2hpbGUgYWR2YW5jZWQgZWdncyBoYXZlIG1hZGUgZW5lcmd5IGNsZWFuLCBSb29mdG9wIHNvbGFyIHBhbmVscyBhcmUgc3RpbGwgc2F2aW5nIHBlb3BsZSBtb25leSEgSGVscCBtZWV0IGRlbWFuZCBmb3IgcmF3IG1hdGVyaWFscyFgBXAS
fire-season-2019,Fire Season,Original,true,2019-10-14Z,2019-11-04T16:11:21Z,Waterballoon,0.1,7d,4,-,50T,2q,20q,119.048T,,,,,1,20q,119.048T,,,"{""id"":""fire-season-2019"",""egg_type"":102,""rewards"":[{""_1"":1,""goal"":50000000000000,""type"":2,""name"":""subtype"",""count"":396,""_6"":1000},{""_1"":1,""goal"":2000000000000000,""type"":9,""name"":""money_printer"",""count"":1,""_6"":2000000},{""_1"":1,""goal"":20000000000000000,""type"":4,""name"":""subtype"",""count"":1,""_6"":35000000000}],""coop_allowed"":true,""max_coop_size"":4,""expiry_timestamp"":1572883881.6436756,""duration_seconds"":604800,""name"":""Fire Season"",""description"":""It's fire season in California, fire departments are putting in large orders of Water-balloon eggs to prepare."",""min_client_version"":20}",ChBmaXJlLXNlYXNvbi0yMDE5EGYaKAgBEQAAkB7EvMZCGAIiB3N1YnR5cGUpAAAAAADAeEAxAAAAAABAj0AaLggBEQAANCb1axxDGAkiDW1vbmV5X3ByaW50ZXIpAAAAAAAA8D8xAAAAAICEPkEaKAgBEQCA4Dd5w1FDGAQiB3N1YnR5cGUpAAAAAAAA8D8xAAAAPFNMIEIgASgEMfsxaWoTcNdBOQAAAAAAdSJBSgtGaXJlIFNlYXNvblJuSXQncyBmaXJlIHNlYXNvbiBpbiBDYWxpZm9ybmlhLCBmaXJlIGRlcGFydG1lbnRzIGFyZSBwdXR0aW5nIGluIGxhcmdlIG9yZGVycyBvZiBXYXRlci1iYWxsb29uIGVnZ3MgdG8gcHJlcGFyZS5wFA==
halloween-2019,Pumpkin Prep,Original,true,2019-10-21Z,2019-11-11T17:01:26Z,Pumpkin,0.99,10d,12,-,1q,15q,75q,312.500T,,,,,1,75q,312.500T,,,"{""id"":""halloween-2019"",""egg_type"":104,""rewards"":[{""_1"":1,""goal"":1000000000000000,""type"":2,""name"":""subtype"",""count"":1000,""_6"":10000},{""_1"":1,""goal"":15000000000000000,""type"":3,""name"":""subtype"",""count"":5000000,""_6"":10000000},{""_1"":1,""goal"":75000000000000000,""type"":4,""name"":""subtype"",""count"":1,""_6"":100000000000}],""coop_allowed"":true,""max_coop_size"":12,""expiry_timestamp"":1573491686.811327,""duration_seconds"":864000,""name"":""Pumpkin Prep"",""description"":""Halloween looking to be big this year, Pumpkins are sold out and more are needed"",""max_boosts"":2,""min_client_version"":20}",Cg5oYWxsb3dlZW4tMjAxORBoGigIAREAADQm9WsMQxgCIgdzdWJ0eXBlKQAAAAAAQI9AMQAAAAAAiMNAGigIAREAwNDTNaVKQxgDIgdzdWJ0eXBlKQAAAADQElNBMQAAAADQEmNBGigIAREAeGKkQadwQxgEIgdzdWJ0eXBlKQAAAAAAAPA/MQAAAOh2SDdCIAEoDDHI7LP5ZHLXQTkAAAAAAF4qQUoMUHVtcGtpbiBQcmVwUlBIYWxsb3dlZW4gbG9va2luZyB0byBiZSBiaWcgdGhpcyB5ZWFyLCBQdW1wa2lucyBhcmUgc29sZCBvdXQgYW5kIG1vcmUgYXJlIG5lZWRlZGACcBQ=
sci-fire,Sci-Fire,Original,true,2019-10-29Z,2019-11-19T00:51:59Z,Graviton,175000,4d,-,-,50T,500T,3q,31.250T,,,,,0,,,,,"{""id"":""sci-fire"",""egg_type"":10,""rewards"":[{""_1"":1,""goal"":50000000000000,""type"":2,""name"":""subtype"",""count"":512,""_6"":100},{""_1"":1,""goal"":500000000000000,""type"":6,""name"":""subtype"",""count"":25000,""_6"":1000000},{""_1"":1,""goal"":3000000000000000,""type"":9,""name"":""soul_beacon_orange"",""count"":2,""_6"":100000000000}],""expiry_timestamp"":1574124719.2752478,""duration_seconds"":345600,""name"":""Sci-Fire"",""description"":""A new startup need your help to produce Graviton eggs for their latest fire fighting drones!"",""max_boosts"":10,""min_client_version"":20}",CghzY2ktZmlyZRAKGigIAREAAJAexLzGQhgCIgdzdWJ0eXBlKQAAAAAAAIBAMQAAAAAAAFlAGigIAREAADQm9Wv8QhgGIgdzdWJ0eXBlKQAAAAAAathAMQAAAACAhC5BGjMIAREAAKfc91AlQxgJIhJzb3VsX2JlYWNvbl9vcmFuZ2UpAAAAAAAAAEAxAAAA6HZIN0IxqZ3RK89010E5AAAAAAAYFUFKCFNjaS1GaXJlUlxBIG5ldyBzdGFydHVwIG5lZWQgeW91ciBoZWxwIHRvIHByb2R1Y2UgR3Jhdml0b24gZWdncyBmb3IgdGhlaXIgbGF0ZXN0IGZpcmUgZmlnaHRpbmcgZHJvbmVzIWAKcBQ=
tummy-aches,Tummy Aches,Original,true,2019-11-04Z,2019-11-25T17:16:05Z,Medical,6.25,5d,25,-,100T,10q,100q,833.333T,,,,,1,100q,833.333T,,,"{""id"":""tummy-aches"",""egg_type"":3,""rewards"":[{""_1"":1,""goal"":100000000000000,""type"":3,""name"":""subtype"",""count"":2500,""_6"":200},{""_1"":1,""goal"":10000000000000000,""type"":2,""name"":""subtype"",""count"":2000,""_6"":1000000},{""_1"":1,""goal"":100000000000000000,""type"":4,""name"":""subtype"",""count"":1,""_6"":100000000000}],""coop_allowed"":true,""max_coop_size"":25,""expiry_timestamp"":1574702165.5978158,""duration_seconds"":432000,""name"":""Tummy Aches"",""description"":""Kids are eating too much candy after Halloween and it's causing shortages of stomach medication!"",""max_boosts"":3,""min_client_version"":20}",Cgt0dW1teS1hY2hlcxADGigIAREAAJAexLzWQhgDIgdzdWJ0eXBlKQAAAAAAiKNAMQAAAAAAAGlAGigIAREAgOA3ecNBQxgCIgdzdWJ0eXBlKQAAAAAAQJ9AMQAAAACAhC5BGigIAREAoNiFVzR2QxgEIgdzdWJ0eXBlKQAAAAAAAPA/MQAAAOh2SDdCIAEoGTGdQmYVA3fXQTkAAAAAAF4aQUoLVHVtbXkgQWNoZXNSYEtpZHMgYXJlIGVhdGluZyB0b28gbXVjaCBjYW5keSBhZnRlciBIYWxsb3dlZW4gYW5kIGl0J3MgY2F1c2luZyBzaG9ydGFnZXMgb2Ygc3RvbWFjaCBtZWRpY2F0aW9uIWADcBQ=
more-pumpkins,More Pumpkins?!,Original,true,2019-11-08Z,2019-11-29T22:17:06Z,Pumpkin,0.99,2d,15,60m,500T,7.5q,,156.250T,,,,,0,,,,,"{""id"":""more-pumpkins"",""egg_type"":104,""rewards"":[{""_1"":1,""goal"":500000000000000,""type"":3,""name"":""subtype"",""count"":1000000,""_6"":100000},{""_1"":1,""goal"":7500000000000000,""type"":2,""name"":""subtype"",""count"":5000,""_6"":1000000000000}],""coop_allowed"":true,""max_coop_size"":15,""expiry_timestamp"":1575065826.2680016,""duration_seconds"":172800,""name"":""More Pumpkins?!"",""description"":""We thought we hand enough for Thanksgiving, we were wrong. Rush order!"",""max_boosts"":2,""min_client_version"":20,""token_interval_minutes"":60}",Cg1tb3JlLXB1bXBraW5zEGgaKAgBEQAANCb1a/xCGAMiB3N1YnR5cGUpAAAAAICELkExAAAAAABq+EAaKAgBEQDA0NM1pTpDGAIiB3N1YnR5cGUpAAAAAACIs0AxAAAAopQabUIgASgPMfAmkThmeNdBOQAAAAAAGAVBSg9Nb3JlIFB1bXBraW5zPyFSRldlIHRob3VnaHQgd2UgaGFuZCBlbm91Z2ggZm9yIFRoYW5rc2dpdmluZywgd2Ugd2VyZSB3cm9uZy4gUnVzaCBvcmRlciFgAnAUeQAAAAAAAE5A
vet-day-2019,A Trip Back,Original,true,2019-11-11Z,2019-12-02T17:29:13Z,Tachyon,50000,4d,7,-,1q,5q,15q,156.250T,,,,,0,,,,,"{""id"":""vet-day-2019"",""egg_type"":9,""rewards"":[{""_1"":1,""goal"":1000000000000000,""type"":9,""name"":""money_printer"",""count"":1,""_6"":1000},{""_1"":1,""goal"":5000000000000000,""type"":9,""name"":""jimbos_orange"",""count"":3,""_6"":1000000},{""_1"":1,""goal"":15000000000000000,""type"":9,""name"":""soul_beacon_orange"",""count"":3,""_6"":100000000000}],""coop_allowed"":true,""max_coop_size"":7,""expiry_timestamp"":1575307753.6065702,""duration_seconds"":345600,""name"":""A Trip Back"",""description"":""People are honoring the sacrifices of those who serve by taking a trip back in time. Help them on their journey."",""max_boosts"":3,""min_client_version"":20}",Cgx2ZXQtZGF5LTIwMTkQCRouCAERAAA0JvVrDEMYCSINbW9uZXlfcHJpbnRlcikAAAAAAADwPzEAAAAAAECPQBouCAERAIDgN3nDMUMYCSINamltYm9zX29yYW5nZSkAAAAAAAAIQDEAAAAAgIQuQRozCAERAMDQ0zWlSkMYCSISc291bF9iZWFjb25fb3JhbmdlKQAAAAAAAAhAMQAAAOh2SDdCIAEoBzEM0mZ6UnnXQTkAAAAAABgVQUoLQSBUcmlwIEJhY2tScFBlb3BsZSBhcmUgaG9ub3JpbmcgdGhlIHNhY3JpZmljZXMgb2YgdGhvc2Ugd2hvIHNlcnZlIGJ5IHRha2luZyBhIHRyaXAgYmFjayBpbiB0aW1lLiBIZWxwIHRoZW0gb24gdGhlaXIgam91cm5leS5gA3AU
ten-ten,Ten for Ten,Original,true,2019-11-18Z,2019-12-09T16:43:15Z,Edible,0.1,10d,10,-,500T,20q,100q,416.667T,,,,,1,100q,416.667T,,,"{""id"":""ten-ten"",""egg_type"":1,""rewards"":[{""_1"":1,""goal"":500000000000000,""type"":2,""name"":""subtype"",""count"":720,""_6"":1000},{""_1"":1,""goal"":20000000000000000,""type"":6,""name"":""subtype"",""count"":25000,""_6"":25000000},{""_1"":1,""goal"":100000000000000000,""type"":4,""name"":""subtype"",""count"":1,""_6"":1000000000000}],""coop_allowed"":true,""max_coop_size"":10,""expiry_timestamp"":1575909795.971077,""duration_seconds"":864000,""name"":""Ten for Ten"",""description"":""It's a busy time of year for bakers, orders for Edible eggs have quadrupled!"",""max_boosts"":2,""min_client_version"":20}",Cgd0ZW4tdGVuEAEaKAgBEQAANCb1a/xCGAIiB3N1YnR5cGUpAAAAAACAhkAxAAAAAABAj0AaKAgBEQCA4Dd5w1FDGAYiB3N1YnR5cGUpAAAAAABq2EAxAAAAAITXd0EaKAgBEQCg2IVXNHZDGAQiB3N1YnR5cGUpAAAAAAAA8D8xAAAAopQabUIgASgKMSAm/miee9dBOQAAAAAAXipBSgtUZW4gZm9yIFRlblJMSXQncyBhIGJ1c3kgdGltZSBvZiB5ZWFyIGZvciBiYWtlcnMsIG9yZGVycyBmb3IgRWRpYmxlIGVnZ3MgaGF2ZSBxdWFkcnVwbGVkIWACcBQ=
cybertruck-steel,CyberSteel,Original,true,2019-11-25Z,2019-12-16T17:18:07Z,Super Material,150,3d,4,60m,250T,2q,5q,69.444T,,,,,0,,,,,"{""id"":""cybertruck-steel"",""egg_type"":5,""rewards"":[{""_1"":1,""goal"":250000000000000,""type"":3,""name"":""subtype"",""count"":2500,""_6"":250},{""_1"":1,""goal"":2000000000000000,""type"":5,""name"":""prestige_bonus"",""count"":1,""_6"":10000000000},{""_1"":1,""goal"":5000000000000000,""type"":9,""name"":""tachyon_prism_orange"",""count"":2,""_6"":100000000000000}],""coop_allowed"":true,""max_coop_size"":4,""expiry_timestamp"":1576516687.0626752,""duration_seconds"":259200,""name"":""CyberSteel"",""description"":""Despite controversial styling the new Truck from Teslegg has become a must have for Egg Farmers. More raw materials are needed!"",""max_boosts"":1,""min_client_version"":20,""token_interval_minutes"":60}",ChBjeWJlcnRydWNrLXN0ZWVsEAUaKAgBEQAANCb1a+xCGAMiB3N1YnR5cGUpAAAAAACIo0AxAAAAAABAb0AaLwgBEQAANCb1axxDGAUiDnByZXN0aWdlX2JvbnVzKQAAAAAAAPA/MQAAACBfoAJCGjUIAREAgOA3ecMxQxgJIhR0YWNoeW9uX3ByaXNtX29yYW5nZSkAAAAAAAAAQDEAAJAexLzWQiABKAQx3wLEE+9910E5AAAAAACkD0FKCkN5YmVyU3RlZWxSf0Rlc3BpdGUgY29udHJvdmVyc2lhbCBzdHlsaW5nIHRoZSBuZXcgVHJ1Y2sgZnJvbSBUZXNsZWdnIGhhcyBiZWNvbWUgYSBtdXN0IGhhdmUgZm9yIEVnZyBGYXJtZXJzLiBNb3JlIHJhdyBtYXRlcmlhbHMgYXJlIG5lZWRlZCFgAXAUeQAAAAAAAE5A
pumpkin-pie,Pumpkin Pie,Leggacy,true,2019-12-02Z,2019-12-09T16:33:28Z,Pumpkin,0.99,6d,25,-,50T,10q,60q,416.667T,,,,,1,60q,416.667T,,,"{""id"":""pumpkin-pie"",""egg_type"":104,""rewards"":[{""_1"":1,""goal"":50000000000000,""type"":3,""name"":""subtype"",""count"":5000,""_6"":250},{""_1"":1,""goal"":10000000000000000,""type"":2,""name"":""subtype"",""count"":2500,""_6"":50000000},{""_1"":1,""goal"":60000000000000000,""type"":4,""name"":""subtype"",""count"":1,""_6"":10000000000}],""coop_allowed"":true,""max_coop_size"":25,""expiry_timestamp"":1575909208.1457202,""duration_seconds"":518400,""name"":""Pumpkin Pie"",""description"":""It's that time of year, when what is widely considered the greatest pie hits center stage: Pumpkin Pie."",""min_client_version"":20}",CgtwdW1wa2luLXBpZRBoGigIAREAAJAexLzGQhgDIgdzdWJ0eXBlKQAAAAAAiLNAMQAAAAAAQG9AGigIAREAgOA3ecNBQxgCIgdzdWJ0eXBlKQAAAAAAiKNAMQAAAACE14dBGigIAREAwNDTNaVqQxgEIgdzdWJ0eXBlKQAAAAAAAPA/MQAAACBfoAJCIAEoGTF7UwnWnXvXQTkAAAAAAKQfQUoLUHVtcGtpbiBQaWVSZ0l0J3MgdGhhdCB0aW1lIG9mIHllYXIsIHdoZW4gd2hhdCBpcyB3aWRlbHkgY29uc2lkZXJlZCB0aGUgZ3JlYXRlc3QgcGllIGhpdHMgY2VudGVyIHN0YWdlOiBQdW1wa2luIFBpZS5wFA==
stuffed,Stuffed,Original,true,2019-12-02Z,2019-12-23T17:08:37Z,Superfood,1.25,7d,15,10m,1q,40q,375q,2.232q,,,,,1,375q,2.232q,,,"{""id"":""stuffed"",""egg_type"":2,""rewards"":[{""_1"":1,""goal"":1000000000000000,""type"":9,""name"":""jimbos_purple_big"",""count"":2,""_6"":1000},{""_1"":1,""goal"":40000000000000000,""type"":7,""name"":""subtype"",""count"":2,""_6"":25000000000},{""_1"":1,""goal"":375000000000000000,""type"":4,""name"":""subtype"",""count"":1,""_6"":1000000000000}],""coop_allowed"":true,""max_coop_size"":15,""expiry_timestamp"":1577120917.3218095,""duration_seconds"":604800,""name"":""Stuffed"",""description"":""Folks have been over-eating for days and are looking for lighter meals, Superfood eggs are flying off the shelves"",""max_boosts"":2,""min_client_version"":20,""token_interval_minutes"":10}",CgdzdHVmZmVkEAIaMggBEQAANCb1awxDGAkiEWppbWJvc19wdXJwbGVfYmlnKQAAAAAAAABAMQAAAAAAQI9AGigIAREAgOA3ecNhQxgHIgdzdWJ0eXBlKQAAAAAAAABAMQAAAOh2SBdCGigIAREAFnsNEtGUQxgEIgdzdWJ0eXBlKQAAAAAAAPA/MQAAAKKUGm1CIAEoDzGHmFQlPYDXQTkAAAAAAHUiQUoHU3R1ZmZlZFJxRm9sa3MgaGF2ZSBiZWVuIG92ZXItZWF0aW5nIGZvciBkYXlzIGFuZCBhcmUgbG9va2luZyBmb3IgbGlnaHRlciBtZWFscywgU3VwZXJmb29kIGVnZ3MgYXJlIGZseWluZyBvZmYgdGhlIHNoZWx2ZXNgAnAUeQAAAAAAACRA
three-amigos,Three Amigos,Original,true,2019-12-09Z,2019-12-30T19:31:54Z,Edible,0.1,7d,3,60m,200T,2q,30q,178.571T,,,,,0,,,,,"{""id"":""three-amigos"",""egg_type"":1,""rewards"":[{""_1"":1,""goal"":200000000000000,""type"":2,""name"":""subtype"",""count"":1000,""_6"":1000},{""_1"":1,""goal"":2000000000000000,""type"":3,""name"":""subtype"",""count"":10000000,""_6"":1000000},{""_1"":1,""goal"":30000000000000000,""type"":9,""name"":""boost_beacon_blue_big"",""count"":2,""_6"":1000000000000}],""coop_allowed"":true,""max_coop_size"":3,""expiry_timestamp"":1577734314.7019732,""duration_seconds"":604800,""name"":""Three Amigos"",""description"":""The county fair is holding a content for teams of 3 farmers to win big prizes!"",""min_client_version"":20,""token_interval_minutes"":60}",Cgx0aHJlZS1hbWlnb3MQARooCAERAACQHsS85kIYAiIHc3VidHlwZSkAAAAAAECPQDEAAAAAAECPQBooCAERAAA0JvVrHEMYAyIHc3VidHlwZSkAAAAA0BJjQTEAAAAAgIQuQRo2CAERAMDQ0zWlWkMYCSIVYm9vc3RfYmVhY29uX2JsdWVfYmlnKQAAAAAAAABAMQAAAKKUGm1CIAEoAzEh7awqlILXQTkAAAAAAHUiQUoMVGhyZWUgQW1pZ29zUk5UaGUgY291bnR5IGZhaXIgaXMgaG9sZGluZyBhIGNvbnRlbnQgZm9yIHRlYW1zIG9mIDMgZmFybWVycyB0byB3aW4gYmlnIHByaXplcyFwFHkAAAAAAABOQA==
xmas-lights,Holiday Lights,Original,true,2019-12-16Z,2020-01-06T16:23:47Z,Fusion,700,7d,16,240m,15q,200q,1Q,5.952q,,,,,1,1Q,5.952q,,,"{""id"":""xmas-lights"",""egg_type"":6,""rewards"":[{""_1"":1,""goal"":15000000000000000,""type"":5,""name"":""epic_multiplier"",""count"":1,""_6"":2500},{""_1"":1,""goal"":200000000000000000,""type"":9,""name"":""soul_mirror_orange"",""count"":2,""_6"":1000000000},{""_1"":1,""goal"":1000000000000000000,""type"":4,""name"":""subtype"",""count"":1,""_6"":100000000000000}],""coop_allowed"":true,""max_coop_size"":16,""expiry_timestamp"":1578327827.7804115,""duration_seconds"":604800,""name"":""Holiday Lights"",""description"":""With homes and businesses firing up their Holiday lights and decorations, local power generation needs more juice!"",""min_client_version"":21,""token_interval_minutes"":240}",Cgt4bWFzLWxpZ2h0cxAGGjAIAREAwNDTNaVKQxgFIg9lcGljX211bHRpcGxpZXIpAAAAAAAA8D8xAAAAAACIo0AaMwgBEQCg2IVXNIZDGAkiEnNvdWxfbWlycm9yX29yYW5nZSkAAAAAAAAAQDEAAAAAZc3NQRooCAERAMhOZ23Bq0MYBCIHc3VidHlwZSkAAAAAAADwPzEAAJAexLzWQiABKBAxQ/LxxNeE10E5AAAAAAB1IkFKDkhvbGlkYXkgTGlnaHRzUnJXaXRoIGhvbWVzIGFuZCBidXNpbmVzc2VzIGZpcmluZyB1cCB0aGVpciBIb2xpZGF5IGxpZ2h0cyBhbmQgZGVjb3JhdGlvbnMsIGxvY2FsIHBvd2VyIGdlbmVyYXRpb24gbmVlZHMgbW9yZSBqdWljZSFwFXkAAAAAAABuQA==
